date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:42:47	77/77	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jun%202020%2013:42:54%20GMT	https://codewithharry.com/robots.txt		(from )
19:42:48	13173/13173	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:42:54%20GMT	https://codewithharry.com/	E:/New%20folder/website1/codewithharry.com/index.html	(from )
19:42:49	155758/155758	---M-Z	200	added ('OK')	text/css	etag:%221550076050%22	https://stackpath.bootstrapcdn.com/bootstrap/4.3.1/css/bootstrap.min.css	E:/New%20folder/website1/stackpath.bootstrapcdn.com/bootstrap/4.3.1/css/bootstrap.min.css	(from https://codewithharry.com/)
19:42:49	76/76	---M-Z	200	added ('OK')	text/css	etag:%224c-58f0c9722c27e-gzip%22	https://codewithharry.com/static/common/css/base.css	E:/New%20folder/website1/codewithharry.com/static/common/css/base.css	(from https://codewithharry.com/)
19:42:55	50490/50490	---M--	200	added ('OK')	image/png	etag:%22c53a-58f0c9722c27e%22	https://codewithharry.com/static/common/img/favicon.png	E:/New%20folder/website1/codewithharry.com/static/common/img/favicon.png	(from https://codewithharry.com/)
19:42:56	50490/50490	---M--	200	added ('OK')	image/png	etag:%22c53a-58f0c9722c27e%22	https://codewithharry.com/static/common/img/photo.png	E:/New%20folder/website1/codewithharry.com/static/common/img/photo.png	(from https://codewithharry.com/)
19:42:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jun%202020%2013:42:58%20GMT	https://codewithharry.com/videos	E:/New%20folder/website1/codewithharry.com/videos.5.delayed	(from https://codewithharry.com/)
19:42:57	110021/110021	---MC-	200	added ('OK')	text/javascript	date:Mon,%2008%20Jun%202020%2013:42:56%20GMT	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	E:/New%20folder/website1/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://codewithharry.com/)
19:42:57	23418/23418	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:04%20GMT	https://codewithharry.com/videos/	E:/New%20folder/website1/codewithharry.com/videos/index.html	(from https://codewithharry.com/)
19:42:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jun%202020%2013:43:04%20GMT	https://codewithharry.com/blog	E:/New%20folder/website1/codewithharry.com/blog.6.delayed	(from https://codewithharry.com/)
19:42:58	12052/12052	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:04%20GMT	https://codewithharry.com/blog/	E:/New%20folder/website1/codewithharry.com/blog/index.html	(from https://codewithharry.com/)
19:42:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jun%202020%2013:43:04%20GMT	https://codewithharry.com/contact	E:/New%20folder/website1/codewithharry.com/contact	(from https://codewithharry.com/)
19:42:59	12924/12924	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:05%20GMT	https://codewithharry.com/contact/	E:/New%20folder/website1/codewithharry.com/contact/index.html	(from https://codewithharry.com/)
19:43:00	105641/105641	---M--	200	added ('OK')	image/jpeg	etag:%2219ca9-58f0c9722d21e%22	https://codewithharry.com/static/home/img/coding.jpg	E:/New%20folder/website1/codewithharry.com/static/home/img/coding.jpg	(from https://codewithharry.com/)
19:43:02	42286/42286	---M--	200	added ('OK')	image/png	etag:%22a52e-58f0c9722d21e%22	https://codewithharry.com/static/home/img/lambda.png	E:/New%20folder/website1/codewithharry.com/static/home/img/lambda.png	(from https://codewithharry.com/)
19:43:02	37/37	---M--	200	added ('OK')	application/javascript	etag:%2225-58f0c9722c27e%22	https://codewithharry.com/static/common/js/base.js	E:/New%20folder/website1/codewithharry.com/static/common/js/base.js	(from https://codewithharry.com/)
19:43:03	49289/49289	---MC-	200	added ('OK')	application/javascript	date:Mon,%2008%20Jun%202020%2013:43:09%20GMT	https://apis.google.com/js/platform.js	E:/New%20folder/website1/apis.google.com/js/platform.js	(from https://codewithharry.com/)
19:43:03	101444/101444	---M--	200	added ('OK')	image/png	etag:%2218c44-58f0c9722d21e%22	https://codewithharry.com/static/home/img/python.png	E:/New%20folder/website1/codewithharry.com/static/home/img/python.png	(from https://codewithharry.com/)
19:43:03	674/674	---MC-	200	added ('OK')	text/javascript	date:Mon,%2008%20Jun%202020%2013:43:09%20GMT	https://www.google.com/recaptcha/api.js	E:/New%20folder/website1/www.google.com/recaptcha/api.js	(from https://codewithharry.com/)
19:43:07	69917/69917	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a637bd4-1111d%22	https://code.jquery.com/jquery-3.3.1.slim.min.js	E:/New%20folder/website1/code.jquery.com/jquery-3.3.1.slim.min.js	(from https://codewithharry.com/)
19:43:08	21004/21004	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c5043fc-520c%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.7/umd/popper.min.js	E:/New%20folder/website1/cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.7/umd/popper.min.js	(from https://codewithharry.com/)
19:43:09	58072/58072	---M-Z	200	added ('OK')	text/javascript	etag:%221550076057%22	https://stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.min.js	E:/New%20folder/website1/stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.min.js	(from https://codewithharry.com/)
19:43:12	4191/4191	---M-Z	200	added ('OK')	text/javascript	etag:%224a5f585d9d19129fc57de7f728c37f88%22	https://kit.fontawesome.com/433888fe69.js	E:/New%20folder/website1/kit.fontawesome.com/433888fe69.js	(from https://codewithharry.com/)
19:43:13	11700/11700	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b69d045-2db4%22	https://cdnjs.cloudflare.com/ajax/libs/typed.js/2.0.9/typed.min.js	E:/New%20folder/website1/cdnjs.cloudflare.com/ajax/libs/typed.js/2.0.9/typed.min.js	(from https://codewithharry.com/)
19:43:14	16114/16114	---M--	200	added ('OK')	image/png	etag:%223ef2-5988d6eef8afa%22	https://codewithharry.com/media/videoSeries/python.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/python.png	(from https://codewithharry.com/videos/)
19:43:15	63438/63438	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:21%20GMT	https://codewithharry.com/videos/intermediate-python-1	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-1.html	(from https://codewithharry.com/videos/)
19:43:16	26839/26839	---M--	200	added ('OK')	image/png	etag:%2268d7-5988d781d9fc4%22	https://codewithharry.com/media/videoSeries/discuss.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/discuss.png	(from https://codewithharry.com/videos/)
19:43:16	7548/7548	---M--	200	added ('OK')	image/png	etag:%221d7c-5988d77b482ee%22	https://codewithharry.com/media/videoSeries/oops.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/oops.png	(from https://codewithharry.com/videos/)
19:43:17	24222/24222	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:23%20GMT	https://codewithharry.com/videos/object-oriented-hindi-1	E:/New%20folder/website1/codewithharry.com/videos/object-oriented-hindi-1.html	(from https://codewithharry.com/videos/)
19:43:17	66653/66653	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:22%20GMT	https://codewithharry.com/videos/coding-discussion-1	E:/New%20folder/website1/codewithharry.com/videos/coding-discussion-1.html	(from https://codewithharry.com/videos/)
19:43:18	21146/21146	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:24%20GMT	https://codewithharry.com/videos/general-python-errors-1	E:/New%20folder/website1/codewithharry.com/videos/general-python-errors-1.html	(from https://codewithharry.com/videos/)
19:43:19	8118/8118	---M--	200	added ('OK')	image/png	etag:%221fb6-5988d7e4ad47c%22	https://codewithharry.com/media/videoSeries/php.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/php.png	(from https://codewithharry.com/videos/)
19:43:19	42844/42844	---M--	200	added ('OK')	image/jpeg	etag:%22a75c-5988dc467656a%22	https://codewithharry.com/media/videoSeries/Python-logo_pHm7ClE.jpg	E:/New%20folder/website1/codewithharry.com/media/videoSeries/Python-logo_pHm7ClE.jpg	(from https://codewithharry.com/videos/)
19:43:20	25554/25554	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:25%20GMT	https://codewithharry.com/videos/realtime-php-chatroom-1	E:/New%20folder/website1/codewithharry.com/videos/realtime-php-chatroom-1.html	(from https://codewithharry.com/videos/)
19:43:30	52622/52622	---M--	200	added ('OK')	image/jpeg	etag:%22cd8e-5988dc1b1ba9f%22	https://codewithharry.com/media/videoSeries/SAP-software-vulnerable-hack-security-fraud.jpg	E:/New%20folder/website1/codewithharry.com/media/videoSeries/SAP-software-vulnerable-hack-security-fraud.jpg	(from https://codewithharry.com/videos/)
19:43:31	29647/29647	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:36%20GMT	https://codewithharry.com/videos/learn-javascript-in-one-video-in-hindi	E:/New%20folder/website1/codewithharry.com/videos/learn-javascript-in-one-video-in-hindi.html	(from https://codewithharry.com/videos/)
19:43:31	3662/3662	---M--	200	added ('OK')	image/png	etag:%22e4e-5988da736a9ad%22	https://codewithharry.com/media/videoSeries/flas.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/flas.png	(from https://codewithharry.com/videos/)
19:43:31	44328/44328	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:38%20GMT	https://codewithharry.com/videos/web-dev-using-flask-and-python-1	E:/New%20folder/website1/codewithharry.com/videos/web-dev-using-flask-and-python-1.html	(from https://codewithharry.com/videos/)
19:43:32	5392/5392	---M--	200	added ('OK')	image/png	etag:%221510-5988d85de584b%22	https://codewithharry.com/media/videoSeries/git_a6oiG1D.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/git_a6oiG1D.png	(from https://codewithharry.com/videos/)
19:43:32	23024/23024	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:38%20GMT	https://codewithharry.com/videos/git-tut-beginners-hindi-1	E:/New%20folder/website1/codewithharry.com/videos/git-tut-beginners-hindi-1.html	(from https://codewithharry.com/videos/)
19:43:32	13535/13535	---M--	200	added ('OK')	image/png	etag:%2234df-5988d8859d780%22	https://codewithharry.com/media/videoSeries/pandas.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/pandas.png	(from https://codewithharry.com/videos/)
19:43:33	24853/24853	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:39%20GMT	https://codewithharry.com/videos/python-big-data-hindi-1	E:/New%20folder/website1/codewithharry.com/videos/python-big-data-hindi-1.html	(from https://codewithharry.com/videos/)
19:43:33	22265/22265	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:39%20GMT	https://codewithharry.com/videos/basic-python-programs-1	E:/New%20folder/website1/codewithharry.com/videos/basic-python-programs-1.html	(from https://codewithharry.com/videos/)
19:43:34	42844/42844	---M--	200	added ('OK')	image/jpeg	etag:%22a75c-5988db8183a58%22	https://codewithharry.com/media/videoSeries/Python-logo.jpg	E:/New%20folder/website1/codewithharry.com/media/videoSeries/Python-logo.jpg	(from https://codewithharry.com/videos/)
19:43:34	27883/27883	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:40%20GMT	https://codewithharry.com/videos/ml-tutorials-in-hindi-1	E:/New%20folder/website1/codewithharry.com/videos/ml-tutorials-in-hindi-1.html	(from https://codewithharry.com/videos/)
19:43:35	30328/30328	---M--	200	added ('OK')	image/png	etag:%227678-5988d8aa0e789%22	https://codewithharry.com/media/videoSeries/pygame.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/pygame.png	(from https://codewithharry.com/videos/)
19:43:35	85435/85435	---M--	200	added ('OK')	image/jpeg	etag:%2214dbb-5988da4a1d5cc%22	https://codewithharry.com/media/videoSeries/cloudai.jpg	E:/New%20folder/website1/codewithharry.com/media/videoSeries/cloudai.jpg	(from https://codewithharry.com/videos/)
19:43:35	26782/26782	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:41%20GMT	https://codewithharry.com/videos/python-game-development-1	E:/New%20folder/website1/codewithharry.com/videos/python-game-development-1.html	(from https://codewithharry.com/videos/)
19:43:47	6658/6658	---M--	200	added ('OK')	image/png	etag:%221a02-58f877eb99018%22	https://codewithharry.com/media/videoSeries/default.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/default.png	(from https://codewithharry.com/videos/)
19:43:48	61498/61498	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:54%20GMT	https://codewithharry.com/videos/python-tutorials-for-absolute-beginners-0	E:/New%20folder/website1/codewithharry.com/videos/python-tutorials-for-absolute-beginners-0.html	(from https://codewithharry.com/videos/)
19:43:49	27937/27937	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:55%20GMT	https://codewithharry.com/videos/python-gui-tkinter-hindi-0	E:/New%20folder/website1/codewithharry.com/videos/python-gui-tkinter-hindi-0.html	(from https://codewithharry.com/videos/)
19:43:49	16114/16114	---M--	200	added ('OK')	image/png	etag:%223ef2-5988db52083b5%22	https://codewithharry.com/media/videoSeries/python_1x7VeAi.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/python_1x7VeAi.png	(from https://codewithharry.com/videos/)
19:43:50	73491/73491	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:56%20GMT	https://codewithharry.com/videos/python-django-tutorials-hindi-0	E:/New%20folder/website1/codewithharry.com/videos/python-django-tutorials-hindi-0.html	(from https://codewithharry.com/videos/)
19:43:51	23103/23103	---M--	200	added ('OK')	image/png	etag:%225a3f-5988dad3eb085%22	https://codewithharry.com/media/videoSeries/django.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/django.png	(from https://codewithharry.com/videos/)
19:43:51	51962/51962	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:57%20GMT	https://codewithharry.com/videos/c-language-tutorials-in-hindi-1	E:/New%20folder/website1/codewithharry.com/videos/c-language-tutorials-in-hindi-1.html	(from https://codewithharry.com/videos/)
19:43:52	48651/48651	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:43:58%20GMT	https://codewithharry.com/videos/javascript-tutorials-in-hindi-1	E:/New%20folder/website1/codewithharry.com/videos/javascript-tutorials-in-hindi-1.html	(from https://codewithharry.com/videos/)
19:43:52	6531/6531	---M--	200	added ('OK')	image/jpeg	etag:%221983-58f1df264abcd%22	https://codewithharry.com/media/videoSeries/js.jpg	E:/New%20folder/website1/codewithharry.com/media/videoSeries/js.jpg	(from https://codewithharry.com/videos/)
19:43:56	20182/20182	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:01%20GMT	https://codewithharry.com/videos/complete-git-tutorials-in-hindi-1	E:/New%20folder/website1/codewithharry.com/videos/complete-git-tutorials-in-hindi-1.html	(from https://codewithharry.com/videos/)
19:43:56	10890/10890	---M--	200	added ('OK')	image/png	etag:%222a8a-5988d99484adc%22	https://codewithharry.com/media/videoSeries/android.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/android.png	(from https://codewithharry.com/videos/)
19:43:56	44001/44001	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:01%20GMT	https://codewithharry.com/videos/android-tutorials-in-hindi-1	E:/New%20folder/website1/codewithharry.com/videos/android-tutorials-in-hindi-1.html	(from https://codewithharry.com/videos/)
19:43:57	25988/25988	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:03%20GMT	https://codewithharry.com/videos/cpp-tutorials-in-hindi-1	E:/New%20folder/website1/codewithharry.com/videos/cpp-tutorials-in-hindi-1.html	(from https://codewithharry.com/videos/)
19:43:57	53553/53553	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:03%20GMT	https://codewithharry.com/videos/web-development-in-hindi-1	E:/New%20folder/website1/codewithharry.com/videos/web-development-in-hindi-1.html	(from https://codewithharry.com/videos/)
19:43:57	26542/26542	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:03%20GMT	https://codewithharry.com/videos/php-tutorials-in-hindi-1	E:/New%20folder/website1/codewithharry.com/videos/php-tutorials-in-hindi-1.html	(from https://codewithharry.com/videos/)
19:43:58	105530/105530	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:04%20GMT	https://codewithharry.com/blogpost/support-code-with-harry	E:/New%20folder/website1/codewithharry.com/blogpost/support-code-with-harry.html	(from https://codewithharry.com/blog/)
19:43:58	2752/2752	---M-Z	200	added ('OK')	text/css	etag:%22ac0-58f0c9722c27e-gzip%22	https://codewithharry.com/static/common/css/prism.css	E:/New%20folder/website1/codewithharry.com/static/common/css/prism.css	(from https://codewithharry.com/videos/intermediate-python-1)
19:43:59	42839/42839	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4985-a757%22	https://cdnjs.cloudflare.com/ajax/libs/malihu-custom-scrollbar-plugin/3.1.5/jquery.mCustomScrollbar.min.css	E:/New%20folder/website1/cdnjs.cloudflare.com/ajax/libs/malihu-custom-scrollbar-plugin/3.1.5/jquery.mCustomScrollbar.min.css	(from https://codewithharry.com/videos/intermediate-python-1)
19:43:59	3883/3883	---M-Z	200	added ('OK')	text/css	etag:%22f2b-59880f3edeca5-gzip%22	https://codewithharry.com/static/textTutorials/css/sideMenu.css	E:/New%20folder/website1/codewithharry.com/static/textTutorials/css/sideMenu.css	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:00	21171/21171	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:06%20GMT	https://codewithharry.com/videos/intermediate-python-2	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-2.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:00	21234/21234	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:06%20GMT	https://codewithharry.com/videos/intermediate-python-3	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-3.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:01	20586/20586	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:07%20GMT	https://codewithharry.com/videos/intermediate-python-4	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-4.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:01	20709/20709	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:07%20GMT	https://codewithharry.com/videos/intermediate-python-5	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-5.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:02	293624/293624	---M--	200	added ('OK')	image/png	etag:%2247af8-5988da0b67248%22	https://codewithharry.com/media/videoSeries/c_4t0LXx7.png	E:/New%20folder/website1/codewithharry.com/media/videoSeries/c_4t0LXx7.png	(from https://codewithharry.com/videos/)
19:44:02	23403/23403	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:08%20GMT	https://codewithharry.com/videos/intermediate-python-6	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-6.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:02	22759/22759	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:08%20GMT	https://codewithharry.com/videos/intermediate-python-7	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-7.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:03	20787/20787	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:09%20GMT	https://codewithharry.com/videos/intermediate-python-8	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-8.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:03	22131/22131	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:09%20GMT	https://codewithharry.com/videos/intermediate-python-9	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-9.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:03	20181/20181	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:10%20GMT	https://codewithharry.com/videos/intermediate-python-10	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-10.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:04	24572/24572	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:10%20GMT	https://codewithharry.com/videos/intermediate-python-11	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-11.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:04	20170/20170	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:11%20GMT	https://codewithharry.com/videos/intermediate-python-12	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-12.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:08	3003/3003	---M--	200	added ('OK')	image/png	etag:%22bbb-598191a891e83%22	https://codewithharry.com/static/videoSeries/commentImg.png	E:/New%20folder/website1/codewithharry.com/static/videoSeries/commentImg.png	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:09	20165/20165	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:11%20GMT	https://codewithharry.com/videos/intermediate-python-13	E:/New%20folder/website1/codewithharry.com/videos/intermediate-python-13.html	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:11	45479/45479	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4957-b1a7%22	https://cdnjs.cloudflare.com/ajax/libs/malihu-custom-scrollbar-plugin/3.1.5/jquery.mCustomScrollbar.concat.min.js	E:/New%20folder/website1/cdnjs.cloudflare.com/ajax/libs/malihu-custom-scrollbar-plugin/3.1.5/jquery.mCustomScrollbar.concat.min.js	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:12	18428/18428	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:17%20GMT	https://codewithharry.com/videos/coding-discussion-2	E:/New%20folder/website1/codewithharry.com/videos/coding-discussion-2.html	(from https://codewithharry.com/videos/coding-discussion-1)
19:44:13	18411/18411	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:19%20GMT	https://codewithharry.com/videos/coding-discussion-3	E:/New%20folder/website1/codewithharry.com/videos/coding-discussion-3.html	(from https://codewithharry.com/videos/coding-discussion-1)
19:44:13	18403/18403	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:20%20GMT	https://codewithharry.com/videos/coding-discussion-4	E:/New%20folder/website1/codewithharry.com/videos/coding-discussion-4.html	(from https://codewithharry.com/videos/coding-discussion-1)
19:44:14	18208/18208	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:20%20GMT	https://codewithharry.com/videos/coding-discussion-5	E:/New%20folder/website1/codewithharry.com/videos/coding-discussion-5.html	(from https://codewithharry.com/videos/coding-discussion-1)
19:44:14	18264/18264	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:20%20GMT	https://codewithharry.com/videos/coding-discussion-6	E:/New%20folder/website1/codewithharry.com/videos/coding-discussion-6.html	(from https://codewithharry.com/videos/coding-discussion-1)
19:44:15	18258/18258	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:21%20GMT	https://codewithharry.com/videos/coding-discussion-7	E:/New%20folder/website1/codewithharry.com/videos/coding-discussion-7.html	(from https://codewithharry.com/videos/coding-discussion-1)
19:44:15	18302/18302	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:21%20GMT	https://codewithharry.com/videos/coding-discussion-8	E:/New%20folder/website1/codewithharry.com/videos/coding-discussion-8.html	(from https://codewithharry.com/videos/coding-discussion-1)
19:44:16	232939/232939	---MCZ	200	added ('OK')	application/javascript	etag:%2238deb-58f0c9722c27e-gzip%22	https://codewithharry.com/static/common/js/prism.js	E:/New%20folder/website1/codewithharry.com/static/common/js/prism.js	(from https://codewithharry.com/videos/intermediate-python-1)
19:44:16	20816/20816	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:22%20GMT	https://codewithharry.com/videos/coding-discussion-9	E:/New%20folder/website1/codewithharry.com/videos/coding-discussion-9.html	(from https://codewithharry.com/videos/coding-discussion-1)
19:44:17	18311/18311	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:22%20GMT	https://codewithharry.com/videos/coding-discussion-10	E:/New%20folder/website1/codewithharry.com/videos/coding-discussion-10.html	(from https://codewithharry.com/videos/coding-discussion-1)
19:44:20	20907/20907	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:24%20GMT	https://codewithharry.com/videos/coding-discussion-11	E:/New%20folder/website1/codewithharry.com/videos/coding-discussion-11.html	(from https://codewithharry.com/videos/coding-discussion-1)
19:44:22	19613/19613	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:28%20GMT	https://codewithharry.com/videos/object-oriented-hindi-3	E:/New%20folder/website1/codewithharry.com/videos/object-oriented-hindi-3.html	(from https://codewithharry.com/videos/object-oriented-hindi-1)
19:44:23	20157/20157	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:29%20GMT	https://codewithharry.com/videos/object-oriented-hindi-4	E:/New%20folder/website1/codewithharry.com/videos/object-oriented-hindi-4.html	(from https://codewithharry.com/videos/object-oriented-hindi-1)
19:44:23	19669/19669	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:29%20GMT	https://codewithharry.com/videos/object-oriented-hindi-5	E:/New%20folder/website1/codewithharry.com/videos/object-oriented-hindi-5.html	(from https://codewithharry.com/videos/object-oriented-hindi-1)
19:44:23	17797/17797	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:29%20GMT	https://codewithharry.com/videos/object-oriented-hindi-6	E:/New%20folder/website1/codewithharry.com/videos/object-oriented-hindi-6.html	(from https://codewithharry.com/videos/object-oriented-hindi-1)
19:44:23	20359/20359	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:27%20GMT	https://codewithharry.com/videos/object-oriented-hindi-2	E:/New%20folder/website1/codewithharry.com/videos/object-oriented-hindi-2.html	(from https://codewithharry.com/videos/object-oriented-hindi-1)
19:44:25	21384/21384	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:30%20GMT	https://codewithharry.com/videos/object-oriented-hindi-7	E:/New%20folder/website1/codewithharry.com/videos/object-oriented-hindi-7.html	(from https://codewithharry.com/videos/object-oriented-hindi-1)
19:44:25	19698/19698	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:31%20GMT	https://codewithharry.com/videos/object-oriented-hindi-8	E:/New%20folder/website1/codewithharry.com/videos/object-oriented-hindi-8.html	(from https://codewithharry.com/videos/object-oriented-hindi-1)
19:44:25	18002/18002	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2013:44:31%20GMT	https://codewithharry.com/videos/object-oriented-hindi-9	E:/New%20folder/website1/codewithharry.com/videos/object-oriented-hindi-9.html	(from https://codewithharry.com/videos/object-oriented-hindi-1)
